Order_ID,Order_Date,Region,Category,Sub_Category,Customer_Gender,Quantity,Unit_Price,Sales_Amount
1430,2024-03-05,West,Electronics,Laptop,Female,1,1330,1330
1431,2024-03-06,North,Furniture,Laptop,Male,4,2151,8604
1432,2024-03-07,South,Furniture,Jeans,Male,5,1636,8180
1433,2024-03-08,North,Clothing,Table,Female,2,3310,6620
1434,2024-03-09,West,Electronics,Mobile,Female,5,975,4875
1435,2024-03-10,West,Electronics,Laptop,Female,4,3310,13240
1436,2024-03-11,West,Furniture,Jeans,Female,4,1826,7304
1437,2024-03-12,West,Electronics,Jeans,Male,3,1519,4557
1438,2024-03-13,West,Furniture,Chair,Female,2,2336,4672
1439,2024-03-14,East,Electronics,Table,Female,4,4756,19024
1440,2024-03-15,East,Clothing,Mobile,Male,3,2948,8844
1441,2024-03-16,North,Electronics,Shirt,Female,3,4793,14379
1442,2024-03-17,West,Electronics,Chair,Male,5,1783,8915
1443,2024-03-18,North,Furniture,Laptop,Male,5,1159,5795
1444,2024-03-19,West,Electronics,Laptop,Male,3,2510,7530
1445,2024-03-20,West,Electronics,Chair,Female,5,898,4490
1446,2024-03-21,East,Furniture,Jeans,Female,4,2233,8932
1447,2024-03-22,East,Clothing,Laptop,Male,1,2625,2625
1448,2024-03-23,South,Clothing,Table,Female,4,2671,10684
1449,2024-03-24,East,Furniture,Mobile,Female,3,574,1722
1450,2024-03-25,South,Furniture,Table,Male,3,3971,11913
1451,2024-03-26,South,Furniture,Laptop,Male,4,1336,5344
1452,2024-03-27,South,Furniture,Shirt,Female,5,999,4995
1453,2024-03-28,South,Furniture,Mobile,Male,5,637,3185
1454,2024-03-29,South,Clothing,Mobile,Female,3,2597,7791
1455,2024-03-30,North,Clothing,Chair,Female,2,4196,8392
1456,2024-03-31,East,Furniture,Chair,Female,5,2385,11925
1457,2024-04-01,South,Electronics,Shirt,Female,4,3257,13028
1458,2024-04-02,West,Furniture,Jeans,Male,5,4420,22100
1459,2024-04-03,East,Electronics,Mobile,Male,4,2400,9600
1460,2024-04-04,East,Furniture,Shirt,Male,3,3110,9330
1461,2024-04-05,South,Furniture,Chair,Male,5,4486,22430
1462,2024-04-06,North,Clothing,Chair,Female,4,1949,7796
1463,2024-04-07,South,Electronics,Mobile,Female,3,1046,3138
1464,2024-04-08,North,Electronics,Table,Male,2,2503,5006
1465,2024-04-09,West,Clothing,Laptop,Female,4,2596,10384
1466,2024-04-10,East,Clothing,Chair,Female,2,1203,2406
1467,2024-04-11,West,Clothing,Jeans,Female,2,2903,5806
1468,2024-04-12,North,Clothing,Jeans,Male,1,2125,2125
1469,2024-04-13,North,Electronics,Chair,Male,5,3831,19155
1470,2024-04-14,West,Electronics,Table,Male,4,3478,13912
1471,2024-04-15,North,Furniture,Table,Female,2,3339,6678
1472,2024-04-16,West,Furniture,Shirt,Male,1,3884,3884
1473,2024-04-17,East,Clothing,Jeans,Male,3,3159,9477
1474,2024-04-18,West,Clothing,Shirt,Male,4,2361,9444
1475,2024-04-19,East,Clothing,Jeans,Male,2,3356,6712
1476,2024-04-20,West,Furniture,Laptop,Male,5,1185,5925
1477,2024-04-21,North,Furniture,Laptop,Male,1,4783,4783
1478,2024-04-22,West,Furniture,Mobile,Female,2,2119,4238
1479,2024-04-23,North,Furniture,Shirt,Female,5,1931,9655
1480,2024-04-24,West,Furniture,Chair,Male,2,1375,2750
1481,2024-04-25,West,Furniture,Shirt,Male,4,2961,11844
1482,2024-04-26,South,Furniture,Chair,Female,4,1865,7460
1483,2024-04-27,North,Clothing,Table,Female,4,1743,6972
1484,2024-04-28,South,Clothing,Shirt,Male,1,662,662
1485,2024-04-29,North,Clothing,Table,Male,4,2474,9896
1486,2024-04-30,South,Clothing,Laptop,Male,5,3791,18955
1487,2024-05-01,East,Furniture,Laptop,Male,2,769,1538
1488,2024-05-02,West,Electronics,Mobile,Female,3,1131,3393
1489,2024-05-03,North,Furniture,Shirt,Male,5,1405,7025
1490,2024-05-04,North,Electronics,Table,Male,5,3971,19855
1491,2024-05-05,West,Clothing,Chair,Male,4,3753,15012
1492,2024-05-06,North,Furniture,Laptop,Male,1,2514,2514
1493,2024-05-07,North,Clothing,Laptop,Female,2,2141,4282
1494,2024-05-08,South,Furniture,Chair,Female,1,704,704
1495,2024-05-09,North,Clothing,Table,Female,2,1081,2162
1496,2024-05-10,East,Electronics,Table,Male,2,1340,2680
1497,2024-05-11,East,Electronics,Shirt,Male,1,2219,2219
1498,2024-05-12,West,Electronics,Shirt,Female,5,3143,15715
1499,2024-05-13,North,Furniture,Jeans,Male,2,2797,5594
1500,2024-05-14,West,Electronics,Jeans,Male,1,1374,1374
